tMSSqlOutput,Databases/MSSql
tMSSqlOutputBulk,Databases/MSSql
tMSSqlOutputBulkExec,Databases/MSSql
tMSSqlRollback,Databases/MSSql
tMSSqlRow,Databases/MSSql
tMSSqlSCD,Databases/MSSql
tMSSqlSP,Databases/MSSql
tMSSqlTableList,Databases/MSSql
tMysqlBulkExec,Databases/MySQL
tMysqlClose,Databases/MySQL
tMysqlColumnList,Databases/MySQL
tMysqlCommit,Databases/MySQL
tMysqlConnection,Databases/MySQL
tMysqlInput,Databases/MySQL
tMysqlLastInsertId,Databases/MySQL
tMysqlOutput,Databases/MySQL
tMysqlOutputBulk,Databases/MySQL
tMysqlOutputBulkExec,Databases/MySQL
tMysqlRollback,Databases/MySQL
tMysqlRow,Databases/MySQL
tMysqlSCD,Databases/MySQL
tMysqlSCDELT,Databases/MySQL
tMysqlSP,Databases/MySQL
tMysqlTableList,Databases/MySQL
tNamedPipeClose,
tNamedPipeOpen,
tNamedPipeOutput,
tNetezzaBulkExec,Databases/Netezza
tNetezzaClose,Databases/Netezza
tNetezzaCommit,Databases/Netezza
tNetezzaConnection,Databases/Netezza
tNetezzaInput,Databases/Netezza
tNetezzaNzLoad,Databases/Netezza
tNetezzaOutput,Databases/Netezza
tNetezzaRollback,Databases/Netezza
tNetezzaRow,Databases/Netezza
tNetezzaSCD,Databases/Netezza
tNormalize,Processing/Normalize
tOracleBulkExec,Databases/Oracle
tOracleClose,Databases/Oracle
tOracleCommit,Databases/Oracle
tOracleConnection,Databases/Oracle
tOracleInput,Databases/Oracle
tOracleOutput,Databases/Oracle
tOracleOutputBulk,Databases/Oracle
tOracleOutputBulkExec,Databases/Oracle
tOracleRollback,Databases/Oracle
tOracleRow,Databases/Oracle
tOracleSCD,Databases/Oracle
tOracleSCDELT,Databases/Oracle
tOracleSP,Databases/Oracle
tOracleTableList,Databases/Oracle
tParseRecordSet,Databases/ParseRecordSet
tPivotToColumnsDelimited,File/PivotToColumnsDelimited
tPOP,Internet/POP
tPostgresqlBulkExec,Databases/PostgreSQL
tPostgresqlClose,Databases/PostgreSQL
tPostgresqlCommit,Databases/PostgreSQL
tPostgresqlConnection,Databases/PostgreSQL
tPostgresqlInput,Databases/PostgreSQL
tPostgresqlOutput,Databases/PostgreSQL
tPostgresqlOutputBulk,Databases/PostgreSQL
tPostgresqlOutputBulkExec,Databases/PostgreSQL
tPostgresqlRollback,Databases/PostgreSQL
tPostgresqlRow,Databases/PostgreSQL
tPostgresqlSCD,Databases/PostgreSQL
tPostgresqlSCDELT,Databases/PostgreSQL
tPostjob,Orchestration/PreJob
tPrejob,Orchestration/PreJob
tRedshiftBulkExec,Databases/Redshift
tRedshiftClose,Databases/Redshift
tRedshiftCommit,Databases/Redshift
tRedshiftConnection,Databases/Redshift
tRedshiftInput,Databases/Redshift
tRedshiftOutput,Databases/Redshift
tRedshiftOutputBulk,Databases/Redshift
tRedshiftOutputBulkExec,Databases/Redshift
tRedshiftRollback,Databases/Redshift
tRedshiftRow,Databases/Redshift
tRedshiftUnload,Databases/Redshift
tReplace,Processing/Replace
tReplaceList,Misc/ReplaceList
tReplicate,Orchestration/Replicate
tREST,Internet/REST
tRowGenerator,Misc/RowGenerator
tRSSInput,Internet/RSS
tRSSOutput,Internet/RSS
tRunJob,Orchestration/RunJob
tS3BucketCreate,Cloud/S3
tS3BucketDelete,Cloud/S3
tS3BucketExist,Cloud/S3
tS3BucketList,Cloud/S3
tS3Close,Cloud/S3
tS3Connection,Cloud/S3
tS3Copy,Cloud/S3
tS3Delete,Cloud/S3
tS3Get,Cloud/S3
tS3List,Cloud/S3
tS3Put,Cloud/S3
tSalesforceEinsteinBulkExec,Business/Salesforce
tSalesforceEinsteinOutputBulkExec,Business/Salesforce
tSampleRow,Processing/SampleRow
tSchemaComplianceCheck,
tSCPClose,Internet/SCP
tSCPConnection,Internet/SCP
tSCPDelete,Internet/SCP
tSCPFileExists,Internet/SCP
tSCPFileList,Internet/SCP
tSCPGet,Internet/SCP
tSCPPut,Internet/SCP
tSCPRename,Internet/SCP
tSCPTruncate,Internet/SCP
tSendMail,Internet/SendMail
tServerAlive,Misc/ServerAlive
tServiceNowConnection,Business/ServiceNow
tServiceNowInput,Business/ServiceNow
tServiceNowOutput,Business/ServiceNow
tSetEnv,System/tSystem
tSetGlobalVar,System/tSystem
tSetKerberosConfiguration,System/tSystem
tSetKeystore,System/tSystem
tSetProxy,System/tSystem
tSleep,System/tSystem
tSOAP,Internet/SOAP
tSocketInput,Internet/REST
tSocketOutput,Internet/REST
tSortIn,Processing/SortRow
tSortOut,Processing/SortRow
tSortRow,Processing/SortRow
tSplitRow,Processing/SplitRow
tSQLiteClose,Databases/SQLite
tSQLiteCommit,Databases/SQLite
tSQLiteConnection,Databases/SQLite
tSQLiteInput,Databases/SQLite
tSQLiteOutput,Databases/SQLite
tSQLiteRollback,Databases/SQLite
tSQLiteRow,Databases/SQLite
tSQLTemplate,Databases/SQLTemplate
tSQLTemplateAggregate,Databases/SQLTemplate
tSQLTemplateCommit,Databases/SQLTemplate
tSQLTemplateFilterColumns,Databases/SQLTemplate
tSQLTemplateFilterRows,Databases/SQLTemplate
tSQLTemplateMerge,Databases/SQLTemplate
tSQLTemplateRollback,Databases/SQLTemplate
tSQSConnection,Cloud/SQS
tSQSInput,Cloud/SQS
tSQSMessageChangeVisibility,Cloud/SQS
tSQSMessageDelete,Cloud/SQS
tSQSOutput,Cloud/SQS
tSQSQueueAttributes,Cloud/SQS
tSQSQueueCreate,Cloud/SQS
tSQSQueueDelete,Cloud/SQS
tSQSQueueList,Cloud/SQS
tSQSQueuePurge,Cloud/SQS
tSSH,System/SSH
tStatCatcher,LogsErrors/LogCatcher
tSVNLogInput,Internet/SVNLogInput
tSybaseBulkExec,Databases/Sybase
tSybaseClose,Databases/Sybase
tSybaseCommit,Databases/Sybase
tSybaseConnection,Databases/Sybase
tSybaseInput,Databases/Sybase
tSybaseIQBulkExec,Databases/Sybase
tSybaseIQOutputBulkExec,Databases/Sybase
tSybaseOutput,Databases/Sybase
tSybaseOutputBulk,Databases/Sybase
tSybaseOutputBulkExec,Databases/Sybase
tSybaseRollback,Databases/Sybase
tSybaseRow,Databases/Sybase
tSybaseSCD,Databases/Sybase
tSybaseSCDELT,Databases/Sybase
tSybaseSP,Databases/Sybase
tSyslogInput,System/tSystem
tSystem,System/tSystem
tTeradataClose,Databases/Teradata
tTeradataCommit,Databases/Teradata
tTeradataConnection,Databases/Teradata
tTeradataFastExport,Databases/Teradata
tTeradataFastLoad,Databases/Teradata
tTeradataFastLoadUtility,Databases/Teradata
tTeradataInput,Databases/Teradata
tTeradataMultiLoad,Databases/Teradata
tTeradataOutput,Databases/Teradata
tTeradataRollback,Databases/Teradata
tTeradataRow,Databases/Teradata
tTeradataSCD,Databases/Teradata
tTeradataSCDELT,Databases/Teradata
tTeradataTPTExec,Databases/Teradata
tTeradataTPTOutput,Databases/Teradata
tTeradataTPTUtility,Databases/Teradata
tTeradataTPump,Databases/Teradata
tUniqRow,Processing/UniqRow
tUniqRowIn,Processing/UniqRow
tUniqRowOut,Processing/UniqRow
tUnite,Orchestration/Unite
tVectorWiseCommit,Databases/Vertica
tVectorWiseConnection,Databases/Vertica
tVectorWiseInput,Databases/Vertica
tVectorWiseOutput,Databases/Vertica
tVectorWiseRollback,Databases/Vertica
tVectorWiseRow,Databases/Vertica
tVerticaBulkExec,Databases/Vertica
tVerticaClose,Databases/Vertica
tVerticaCommit,Databases/Vertica
tVerticaConnection,Databases/Vertica
tVerticaInput,Databases/Vertica
tVerticaOutput,Databases/Vertica
tVerticaOutputBulk,Databases/Vertica
tVerticaOutputBulkExec,Databases/Vertica
tVerticaRollback,Databases/Vertica
tVerticaRow,Databases/Vertica
tVerticaSCD,Databases/Vertica
tWaitForFile,Orchestration/WaitForFile
tWaitForSocket,Orchestration/WaitForFile
tWaitForSqlData,Orchestration/WaitForSqlData
tWarn,LogsErrors/Die
tWebService,Internet/WebService
tWebServiceInput,Internet/WebServiceInput
tWriteJSONField,Processing/WriteJSONField
tWriteJSONFieldIn,Processing/WriteJSONField
tWriteXMLField,XML/WriteXMLField
tWriteXMLFieldIn,XML/WriteXMLField
tWriteXMLFieldOut,XML/WriteXMLField
tXMLMap,XML/XMLMap
tXMLMapIn,XML/XMLMap
tXMLMapOut,XML/XMLMap
tXMLRPCInput,Internet/XMLRPCInput
tXSDValidator,XML/XSDvalidator
tXSLT,XML/XSLT
tAS400CDC,Databases/AS400
tAsyncIn,
tAsyncOut,
tDB2CDC,Databases/DB2
tELTOracleUniteMap,Databases/Oracle
tELTSAPInput,Business/SAP
tELTSAPMap,Business/SAP
tELTTeradataUniteMap,Databases/Teradata
tExtractDynamicFields,Processing/ExtractDynamicField
tExtractEDIField,UnStructure/ExtractEDIField
tFileInputORC,File/FileORC
tFileInputParquet,File/FileParquet
tFileOutputORC,File/FileORC
tFileOutputParquet,File/FileParquet
tInformixCDC,Databases/Ingres
tJBossESBInput,Internet/WebService
tJBossESBOutput,Internet/WebService
tJobStructureCatcher,LogsErrors/LogCatcher
tMSSqlCDC,Databases/MSSql
tMysqlCDC,Databases/MySQL
tOracleCDC,Databases/Oracle
tOracleCDCOutput,Databases/Oracle
tParallelize,Orchestration/Parallelize
tPostgresqlCDC,Databases/PostgreSQL
tSAPADSOInput,Business/SAP
tSAPADSOOutput,Business/SAP
tSAPBapi,Business/SAP
tSAPBapiIn,Business/SAP
tSAPBapiOut,Business/SAP
tSAPCommit,Business/SAP
tSAPConnection,Business/SAP
tSAPDataSourceOutput,Business/SAP
tSAPDataSourceReceiver,Business/SAP
tSAPDSOInput,Business/SAP
tSAPDSOOutput,Business/SAP
tSAPHanaClose,Databases/SAPHana
tSAPHanaCommit,Databases/SAPHana
tSAPHanaConnection,Databases/SAPHana
tSAPHanaInput,Databases/SAPHana
tSAPHanaOutput,Databases/SAPHana
tSAPHanaRollback,Databases/SAPHana
tSAPHanaRow,Databases/SAPHana
tSAPIDocInput,Business/SAP
tSAPIDocOutput,Business/SAP
tSAPIDocReceiver,Business/SAP
tSAPInfoCubeInput,Business/SAP
tSAPInfoObjectInput,Business/SAP
tSAPInfoObjectOutput,Business/SAP
tSAPInfoObjectOutputIn,Business/SAP
tSAPInfoObjectOutputOut,Business/SAP
tSAPODPInput,Business/SAP
tSAPRollback,Business/SAP
tSAPTableInput,Business/SAP
tSetDynamicSchema,Orchestration/SetDynamicSchema
tSybaseCDC,Databases/Sybase
tTeradataCDC,Databases/Teradata
tWriteDynamicFields,Processing/WriteDynamicField
